,time,drink,amount
6621,12-27-2020 21:43,Figgy Thyme,3.0
6622,12-26-2020 10:56,Pina Colada,5.5
6623,12-30-2020 10:19,Chicago Fizz,5.5
6624,12-29-2020 21:19,Vampiro,11.0
6625,12-26-2020 00:31,Coffee-Vodka,2.99
6626,12-30-2020 15:22,Gin Tonic,6.5
6627,12-30-2020 20:49,Pysch Vitamin Light,6.5
6628,12-31-2020 05:18,Kurant Tea,3.0
6629,12-30-2020 02:27,Zimadori Zinger,12.0
6630,12-28-2020 14:44,Bellini,2.99
6631,12-31-2020 03:52,Valencia Cocktail,5.5
6632,12-29-2020 00:12,Jelly Bean,3.0
6633,12-26-2020 06:08,GG,12.0
6634,12-30-2020 13:38,Godfather,6.5
6635,12-30-2020 01:27,Lone Tree Cooler,5.5
6636,12-26-2020 12:13,Rum Cooler,4.99
6637,12-27-2020 15:31,Dark Caipirinha,2.99
6638,12-30-2020 01:35,Horse's Neck,7.5
6639,12-31-2020 10:59,Bubble Gum,3.0
6640,12-26-2020 15:19,Chocolate Milk,5.15
6641,12-30-2020 19:22,Chicago Fizz,5.5
6642,12-30-2020 14:36,Owen's Grandmother's Revenge,8.0
6643,12-31-2020 06:21,Hunter's Moon,3.0
6644,12-29-2020 03:11,Sweet Sangria,4.0
6645,12-31-2020 10:34,Limona Corona,4.2
6646,12-27-2020 06:07,Mint Julep,8.0
6647,12-31-2020 03:16,Mother's Milk,5.0
6648,12-29-2020 02:43,Irish Spring,5.15
6649,12-25-2020 20:32,Hunter's Moon,3.0
6650,12-27-2020 01:40,Iced Coffee Fillip,5.0
6651,12-28-2020 14:27,Espresso Martini,11.0
6652,12-31-2020 03:09,Chicago Fizz,5.5
6653,12-25-2020 16:45,Tequila Sour,5.15
6654,12-29-2020 16:51,Sweet Tooth,2.99
6655,12-27-2020 10:24,Bob Marley,4.0
6656,12-31-2020 01:32,Cuba Libra,2.99
6657,12-30-2020 02:29,Pysch Vitamin Light,6.5
6658,12-27-2020 02:26,Sidecar,11.0
6659,12-31-2020 07:22,Figgy Thyme,3.0
6660,12-25-2020 21:19,Thai Coffee,5.5
6661,12-25-2020 17:45,Chocolate Drink,12.0
6662,12-25-2020 23:27,Irish Spring,5.15
6663,12-31-2020 18:46,Pina Colada,5.5
6664,12-27-2020 09:10,Grass Skirt,2.99
6665,12-27-2020 12:44,Zippy's Revenge,5.0
6666,12-26-2020 10:09,Jack's Vanilla Coke,6.5
6667,12-30-2020 22:38,Death in the Afternoon,4.0
6668,12-31-2020 18:00,Dirty Nipple,3.5
6669,12-31-2020 07:37,Horse's Neck,7.5
6670,12-26-2020 09:29,New York Lemonade,5.15
6671,12-30-2020 16:54,Mai Tai,11.0
6672,12-27-2020 00:48,Chicago Fizz,5.5
6673,12-31-2020 00:25,Kurant Tea,3.0
6674,12-30-2020 08:41,Loch Lomond,3.0
6675,12-29-2020 09:04,Kiwi Papaya Smoothie,5.15
6676,12-27-2020 00:23,Chicago Fizz,5.5
6677,12-29-2020 13:53,Honey Bee,3.0
6678,12-29-2020 12:07,Godfather,6.5
6679,12-28-2020 08:41,Old Fashioned,5.5
6680,12-30-2020 14:46,Waikiki Beachcomber,5.5
6681,12-26-2020 16:44,Zippy's Revenge,5.0
6682,12-31-2020 07:06,Mimosa,5.0
6683,12-26-2020 04:44,Affair,8.0
6684,12-26-2020 00:14,Casino,6.5
6685,12-30-2020 12:27,Dry Martini,8.0
6686,12-29-2020 10:02,Victory Collins,7.5
6687,12-28-2020 10:34,Egg Cream,4.99
6688,12-28-2020 00:31,Dark Caipirinha,2.99
6689,12-31-2020 04:35,Sweet Tooth,2.99
6690,12-29-2020 23:33,Hemingway Special,3.5
6691,12-31-2020 21:01,Sweet Sangria,4.0
6692,12-31-2020 08:34,Gin Tonic,6.5
6693,12-26-2020 01:13,Cuba Libra,2.99
6694,12-30-2020 10:14,Dry Martini,8.0
6695,12-30-2020 07:37,Long Island Iced Tea,3.0
6696,12-28-2020 10:54,Dry Martini,8.0
6697,12-30-2020 15:05,Bijou,4.0
6698,12-27-2020 16:00,After sex,7.5
6699,12-27-2020 19:48,Frisco Sour,4.0
6700,12-28-2020 03:01,Paradise,4.2
6701,12-30-2020 20:12,Mai Tai,11.0
6702,12-30-2020 11:50,Figgy Thyme,3.0
6703,12-26-2020 09:05,Scotch Sour,7.5
6704,12-29-2020 22:06,Zimadori Zinger,12.0
6705,12-28-2020 03:28,Citrus Coke,5.15
6706,12-27-2020 16:20,Mango Mojito,7.5
6707,12-31-2020 13:13,Cuba Libra,2.99
6708,12-31-2020 21:46,White Lady,6.5
6709,12-26-2020 19:58,Iced Coffee Fillip,5.0
6710,12-30-2020 02:13,Queen Charlotte,8.0
6711,12-28-2020 08:35,Gimlet,4.2
6712,12-27-2020 02:59,Cosmopolitan,2.99
6713,12-26-2020 00:47,Yoghurt Cooler,3.5
6714,12-27-2020 16:50,Kiwi Papaya Smoothie,5.15
6715,12-30-2020 00:07,Chicago Fizz,5.5
6716,12-25-2020 23:31,Dry Martini,8.0
6717,12-26-2020 20:56,Pina Colada,5.5
6718,12-26-2020 18:49,Victor,4.2
6719,12-27-2020 21:29,Paradise,4.2
6720,12-27-2020 15:22,B-53,5.15
6721,12-30-2020 10:13,Dry Martini,8.0
6722,12-26-2020 08:13,Kill the cold Smoothie,11.0
6723,12-31-2020 16:54,B-53,5.15
6724,12-30-2020 07:40,Fruit Shake,5.5
6725,12-27-2020 14:55,Russian Spring Punch,7.5
6726,12-30-2020 08:57,Chicago Fizz,5.5
6727,12-26-2020 12:15,GG,12.0
6728,12-25-2020 19:06,Oreo Mudslide,8.0
6729,12-26-2020 12:48,Lemon Drop,2.99
6730,12-31-2020 01:23,Sweet Sangria,4.0
6731,12-28-2020 06:21,Affair,8.0
6732,12-31-2020 22:32,Dry Martini,8.0
6733,12-25-2020 23:24,Kool-Aid Slammer,3.0
6734,12-29-2020 05:26,Flaming Lamborghini,3.0
6735,12-27-2020 02:28,Mango Mojito,7.5
6736,12-28-2020 15:33,Munich Mule,12.0
6737,12-26-2020 13:24,Casino,6.5
6738,12-26-2020 09:59,Paradise,4.2
6739,12-29-2020 16:16,Cosmopolitan,2.99
6740,12-31-2020 22:14,Van Vleet,4.2
6741,12-31-2020 21:39,Irish Curdling Cow,2.99
6742,12-30-2020 22:59,Pysch Vitamin Light,6.5
6743,12-31-2020 03:52,Flying Dutchman,6.5
6744,12-26-2020 02:05,Godfather,6.5
6745,12-27-2020 13:25,Dry Martini,8.0
6746,12-30-2020 20:38,Cream Soda,5.15
6747,12-29-2020 00:14,Gin Fizz,2.99
6748,12-29-2020 03:54,Mojito Extra,3.5
6749,12-30-2020 11:59,Funk and Soul,5.15
6750,12-29-2020 10:31,Zizi Coin-coin,5.0
6751,12-29-2020 14:49,Pina Colada,5.5
6752,12-29-2020 01:11,Pysch Vitamin Light,6.5
6753,12-27-2020 04:15,Cuba Libra,2.99
6754,12-31-2020 15:36,Bramble,4.2
6755,12-27-2020 23:35,Dry Martini,8.0
6756,12-27-2020 03:52,Espresso Martini,11.0
6757,12-30-2020 00:49,Pina Colada,5.5
6758,12-31-2020 05:04,Cream Soda,5.15
6759,12-28-2020 13:59,Mocha-Berry,8.0
6760,12-28-2020 13:51,Chicago Fizz,5.5
6761,12-28-2020 21:57,Danbooka,4.99
6762,12-30-2020 21:08,Long Island Iced Tea,3.0
6763,12-28-2020 16:44,Jackhammer,3.5
6764,12-25-2020 18:42,Ace,12.0
6765,12-31-2020 03:16,Chicago Fizz,5.5
6766,12-26-2020 03:46,Adam,3.5
6767,12-27-2020 03:36,Dry Martini,8.0
6768,12-27-2020 16:59,Dark Caipirinha,2.99
6769,12-25-2020 23:59,Bob Marley,4.0
6770,12-28-2020 18:02,Bora Bora,2.99
6771,12-27-2020 11:32,Sweet Sangria,4.0
6772,12-29-2020 07:36,Pink Panty Pulldowns,2.99
6773,12-31-2020 15:11,Irish Curdling Cow,2.99
6774,12-29-2020 15:11,Bijou,4.0
6775,12-26-2020 00:11,Kiwi Papaya Smoothie,5.15
6776,12-28-2020 00:25,Dry Martini,8.0
6777,12-27-2020 09:41,Grand Blue,11.0
6778,12-30-2020 19:08,Chicago Fizz,5.5
6779,12-25-2020 19:00,GG,12.0
6780,12-28-2020 16:26,Irish Spring,5.15
6781,12-27-2020 04:41,Zippy's Revenge,5.0
6782,12-30-2020 13:39,Scooter,12.0
6783,12-28-2020 12:55,Mulled Wine,11.0
6784,12-29-2020 08:23,Quentin,3.5
6785,12-27-2020 06:32,Royal Gin Fizz,7.5
6786,12-27-2020 16:45,Sea breeze,8.0
6787,12-26-2020 22:48,Pina Colada,5.5
6788,12-30-2020 00:34,Yoghurt Cooler,3.5
6789,12-28-2020 10:04,After sex,7.5
6790,12-30-2020 09:55,Old Fashioned,5.5
6791,12-29-2020 00:08,Sangria,3.5
6792,12-27-2020 01:42,Cuba Libra,2.99
6793,12-29-2020 02:05,Godfather,6.5
6794,12-27-2020 23:58,Hemingway Special,3.5
6795,12-30-2020 22:38,Grim Reaper,4.0
6796,12-29-2020 11:29,Victor,4.2
6797,12-26-2020 16:04,Honey Bee,3.0
6798,12-29-2020 02:54,Bubble Gum,3.0
6799,12-30-2020 11:11,Vesuvio,3.0
6800,12-30-2020 07:20,John Collins,6.5
6801,12-28-2020 06:48,Limona Corona,4.2
6802,12-28-2020 22:35,Vampiro,11.0
6803,12-31-2020 23:47,Queen Charlotte,8.0
6804,12-25-2020 21:55,Danbooka,4.99
6805,12-28-2020 21:05,Addison,12.0
6806,12-30-2020 06:19,After sex,7.5
6807,12-28-2020 03:41,New York Lemonade,5.15
6808,12-25-2020 23:29,Gimlet,4.2
6809,12-30-2020 14:00,Affinity,2.99
6810,12-26-2020 06:44,Hawaiian Cocktail,6.5
6811,12-26-2020 09:45,Casino Royale,11.0
6812,12-25-2020 17:15,Quentin,3.5
6813,12-26-2020 17:33,Hemingway Special,3.5
6814,12-27-2020 19:40,Bijou,4.0
6815,12-27-2020 14:54,Vampiro,11.0
6816,12-27-2020 11:53,Dry Martini,8.0
6817,12-26-2020 07:55,Rum Cooler,4.99
6818,12-28-2020 04:57,Quick-sand,4.0
6819,12-28-2020 07:41,Casino,6.5
6820,12-30-2020 01:51,Dry Martini,8.0
6821,12-30-2020 11:15,City Slicker,4.0
6822,12-26-2020 06:22,Porto flip,4.99
6823,12-31-2020 04:02,Pina Colada,5.5
6824,12-28-2020 00:26,Sweet Tooth,2.99
6825,12-28-2020 11:20,Frosé,2.99
6826,12-26-2020 04:32,Queen Charlotte,8.0
6827,12-30-2020 03:35,Chocolate Drink,12.0
6828,12-26-2020 08:42,Coffee Liqueur,5.5
6829,12-27-2020 11:44,Chocolate Drink,12.0
6830,12-30-2020 07:07,Death in the Afternoon,4.0
6831,12-30-2020 02:31,Kool-Aid Slammer,3.0
6832,12-30-2020 12:20,Dry Martini,8.0
6833,12-31-2020 04:50,Pina Colada,5.5
6834,12-28-2020 13:59,Gin Rickey,4.0
6835,12-27-2020 14:40,Negroni,2.99
6836,12-30-2020 11:39,Mango Mojito,7.5
6837,12-31-2020 21:38,Jack's Vanilla Coke,6.5
6838,12-28-2020 04:25,Orange Oasis,4.99
6839,12-28-2020 04:09,Dry Martini,8.0
6840,12-31-2020 20:57,Figgy Thyme,3.0
6841,12-31-2020 18:48,Afternoon,3.0
6842,12-27-2020 07:46,Bramble,4.2
6843,12-29-2020 04:42,Big Red,8.0
6844,12-30-2020 11:03,Cuba Libra,2.99
6845,12-31-2020 09:52,Pina Colada,5.5
6846,12-28-2020 12:11,Hawaiian Cocktail,6.5
6847,12-28-2020 08:44,Boston Sour,5.0
6848,12-31-2020 20:03,Casino,6.5
6849,12-30-2020 13:00,Halloween Punch,8.0
6850,12-29-2020 06:02,Pysch Vitamin Light,6.5
6851,12-30-2020 11:03,Dry Martini,8.0
6852,12-30-2020 03:18,Pure Passion,2.99
6853,12-26-2020 03:06,Clover Club,4.99
6854,12-27-2020 12:52,Dry Martini,8.0
6855,12-29-2020 03:44,Planter’s Punch,8.0
6856,12-30-2020 10:52,Vermouth Cassis,12.0
6857,12-29-2020 10:50,Sea breeze,8.0
6858,12-25-2020 19:26,Valencia Cocktail,5.5
6859,12-26-2020 04:44,Jamaica Kiss,5.0
6860,12-28-2020 20:43,Valencia Cocktail,5.5
6861,12-26-2020 01:31,Planter’s Punch,8.0
6862,12-31-2020 21:53,Irish Coffee,7.5
6863,12-27-2020 04:35,Lassi Raita,6.5
6864,12-26-2020 15:54,Jitterbug,4.0
6865,12-29-2020 03:11,Mai Tai,11.0
6866,12-30-2020 16:06,Bora Bora,2.99
6867,12-27-2020 22:29,Zippy's Revenge,5.0
6868,12-31-2020 05:17,Cream Soda,5.15
6869,12-28-2020 18:28,Frappé,3.0
6870,12-31-2020 15:19,Kiwi Papaya Smoothie,5.15
6871,12-30-2020 20:31,Clover Club,4.99
6872,12-30-2020 17:20,Dry Martini,8.0
6873,12-31-2020 12:12,Grasshopper,4.99
6874,12-31-2020 21:03,Iced Coffee Fillip,5.0
6875,12-26-2020 08:23,H.D.,7.5
6876,12-28-2020 18:45,Limona Corona,4.2
6877,12-26-2020 12:47,Chicago Fizz,5.5
6878,12-29-2020 03:03,Dark Caipirinha,2.99
6879,12-28-2020 08:09,Pina Colada,5.5
6880,12-27-2020 05:02,Old Fashioned,5.5
6881,12-27-2020 18:03,Dry Martini,8.0
6882,12-27-2020 13:05,Dry Martini,8.0
6883,12-27-2020 05:59,Creme de Menthe,3.5
6884,12-27-2020 07:21,Tom Collins,5.5
6885,12-31-2020 08:12,Zippy's Revenge,5.0
6886,12-31-2020 09:35,Pina Colada,5.5
6887,12-31-2020 04:34,Jackhammer,3.5
6888,12-26-2020 15:30,Mint Julep,8.0
6889,12-28-2020 23:05,Winter Rita,5.5
6890,12-27-2020 07:15,The Jimmy Conway,6.5
6891,12-28-2020 01:47,Boston Sour,5.0
6892,12-30-2020 06:17,Mint Julep,8.0
6893,12-25-2020 22:02,Funk and Soul,5.15
6894,12-28-2020 18:26,Sweet Tooth,2.99
6895,12-28-2020 23:32,Jack's Vanilla Coke,6.5
6896,12-26-2020 11:00,Sweet Sangria,4.0
6897,12-29-2020 09:00,Grasshopper,4.99
6898,12-26-2020 14:09,Kiwi Papaya Smoothie,5.15
6899,12-29-2020 17:06,Flaming Lamborghini,3.0
6900,12-31-2020 21:23,Dry Martini,8.0
6901,12-31-2020 09:32,Fruit Flip-Flop,11.0
6902,12-29-2020 00:21,Grizzly Bear,12.0
6903,12-28-2020 02:53,Long Island Iced Tea,3.0
6904,12-27-2020 07:53,Afternoon,3.0
6905,12-30-2020 10:43,Limona Corona,4.2
6906,12-28-2020 20:32,Thai Coffee,5.5
6907,12-31-2020 21:45,Danbooka,4.99
6908,12-29-2020 06:27,Dry Martini,8.0
6909,12-29-2020 08:45,Boston Sour,5.0
6910,12-31-2020 17:45,Mulled Wine,11.0
6911,12-27-2020 04:35,Allegheny,7.5
6912,12-25-2020 19:55,Frisco Sour,4.0
6913,12-31-2020 18:49,Fruit Cooler,8.0
6914,12-27-2020 08:09,Ziemes Martini Apfelsaft,4.0
6915,12-27-2020 21:14,Figgy Thyme,3.0
6916,12-28-2020 03:38,Dark Caipirinha,2.99
6917,12-26-2020 12:14,Horse's Neck,7.5
6918,12-28-2020 09:25,Grim Reaper,4.0
6919,12-30-2020 21:33,Shark Attack,6.5
6920,12-30-2020 13:54,Shot-gun,7.5
6921,12-29-2020 10:08,Zippy's Revenge,5.0
6922,12-31-2020 19:07,Bob Marley,4.0
6923,12-27-2020 09:10,Cuba Libra,2.99
6924,12-28-2020 17:26,Paradise,4.2
6925,12-30-2020 03:45,Loch Lomond,3.0
6926,12-30-2020 22:28,Yoghurt Cooler,3.5
6927,12-27-2020 10:00,Dry Martini,8.0
6928,12-26-2020 10:45,Campari Beer,7.5
6929,12-30-2020 00:23,Royal Gin Fizz,7.5
6930,12-28-2020 19:00,Bubble Gum,3.0
6931,12-28-2020 11:11,Bellini,2.99
6932,12-31-2020 10:37,Snowball,11.0
6933,12-26-2020 13:15,Lemouroudji,5.15
6934,12-27-2020 00:37,Sangria,3.5
6935,12-28-2020 07:40,Cosmopolitan,2.99
6936,12-29-2020 04:01,Cream Soda,5.15
6937,12-31-2020 09:40,Casino,6.5
6938,12-25-2020 22:55,Thai Iced Coffee,4.2
6939,12-27-2020 04:44,Corpse Reviver,5.15
6940,12-29-2020 17:12,Ziemes Martini Apfelsaft,4.0
6941,12-29-2020 01:03,Frisco Sour,4.0
6942,12-26-2020 15:05,Hunter's Moon,3.0
6943,12-28-2020 13:26,Citrus Coke,5.15
6944,12-29-2020 12:53,Dry Martini,8.0
6945,12-27-2020 12:47,Sol Y Sombra,5.15
6946,12-29-2020 11:24,The Philosopher,5.15
6947,12-27-2020 12:45,Yellow Bird,8.0
6948,12-29-2020 10:29,Monkey Gland,11.0
6949,12-27-2020 03:38,Tuxedo Cocktail,12.0
6950,12-29-2020 13:21,Broadside,5.5
6951,12-26-2020 06:43,Halloween Punch,8.0
6952,12-31-2020 17:00,Shot-gun,7.5
6953,12-31-2020 08:13,Chicago Fizz,5.5
6954,12-25-2020 23:46,After sex,7.5
6955,12-31-2020 22:36,Dry Martini,8.0
6956,12-29-2020 12:43,Jelly Bean,3.0
6957,12-27-2020 16:42,Mulled Wine,11.0
6958,12-31-2020 05:45,Clover Club,4.99
6959,12-26-2020 13:22,Veteran,8.0
6960,12-30-2020 16:41,Artillery,3.5
6961,12-31-2020 19:16,Thai Iced Coffee,4.2
6962,12-26-2020 03:46,Cuba Libra,2.99
6963,12-25-2020 16:46,Casino,6.5
6964,12-26-2020 10:54,Cosmopolitan,2.99
6965,12-30-2020 04:17,Zippy's Revenge,5.0
6966,12-29-2020 14:40,Bellini,2.99
6967,12-28-2020 22:18,Mint Julep,8.0
6968,12-30-2020 02:58,Dark Caipirinha,2.99
6969,12-31-2020 11:24,Rusty Nail,4.0
6970,12-25-2020 19:22,Chicago Fizz,5.5
6971,12-26-2020 16:40,Vodka Martini,4.2
6972,12-28-2020 04:20,Kool-Aid Slammer,3.0
6973,12-28-2020 19:15,Lone Tree Cooler,5.5
6974,12-27-2020 08:36,Grim Reaper,4.0
6975,12-31-2020 05:36,Gin Fizz,2.99
6976,12-28-2020 13:46,Lemon Drop,2.99
6977,12-27-2020 07:51,Vermouth Cassis,12.0
6978,12-30-2020 18:07,A. J.,11.0
6979,12-28-2020 12:24,Thai Iced Coffee,4.2
6980,12-26-2020 15:33,Penicillin,5.0
6981,12-27-2020 05:28,Cuba Libra,2.99
6982,12-30-2020 03:16,Creme de Menthe,3.5
6983,12-27-2020 12:12,Quick-sand,4.0
6984,12-28-2020 21:58,Iced Coffee Fillip,5.0
6985,12-27-2020 08:16,Kill the cold Smoothie,11.0
6986,12-31-2020 11:25,Zimadori Zinger,12.0
6987,12-31-2020 21:21,Munich Mule,12.0
6988,12-30-2020 00:17,Creme de Menthe,3.5
6989,12-26-2020 06:26,Sweet Sangria,4.0
6990,12-30-2020 17:44,Godfather,6.5
6991,12-29-2020 22:32,Victory Collins,7.5
6992,12-30-2020 18:03,City Slicker,4.0
6993,12-30-2020 15:07,Honey Bee,3.0
6994,12-31-2020 15:58,Honey Bee,3.0
6995,12-26-2020 08:47,Egg Cream,4.99
6996,12-27-2020 15:08,Tuxedo Cocktail,12.0
6997,12-31-2020 07:32,Caipirinha,3.5
6998,12-27-2020 17:51,Bijou,4.0
6999,12-31-2020 05:29,Addison,12.0
7000,12-27-2020 12:16,Coffee-Vodka,2.99
7001,12-31-2020 22:45,Cuba Libre,4.2
7002,12-30-2020 05:07,Pina Colada,5.5
7003,12-30-2020 07:27,Victor,4.2
7004,12-27-2020 11:50,Cuba Libra,2.99
7005,12-26-2020 05:12,Afternoon,3.0
7006,12-30-2020 15:31,Thai Iced Coffee,4.2
7007,12-29-2020 17:32,Bellini,2.99
7008,12-30-2020 00:43,Egg Cream,4.99
7009,12-30-2020 04:21,Cuba Libra,2.99
7010,12-26-2020 19:36,Godfather,6.5
7011,12-31-2020 04:50,Frappé,3.0
7012,12-30-2020 08:41,Dry Martini,8.0
7013,12-29-2020 05:36,Sweet Tooth,2.99
7014,12-27-2020 00:45,Bellini,2.99
7015,12-30-2020 13:52,Egg Nog - Healthy,11.0
7016,12-29-2020 19:14,Gin Tonic,6.5
7017,12-28-2020 13:29,Orgasm,5.15
7018,12-29-2020 04:10,Limona Corona,4.2
7019,12-27-2020 14:16,Royal Gin Fizz,7.5
7020,12-28-2020 04:55,Honey Bee,3.0
7021,12-28-2020 21:17,Munich Mule,12.0
7022,12-28-2020 23:04,Monkey Gland,11.0
7023,12-26-2020 03:20,Cuba Libre,4.2
7024,12-30-2020 00:35,Vodka Martini,4.2
7025,12-31-2020 00:33,Broadside,5.5
7026,12-31-2020 08:40,Old Fashioned,5.5
7027,12-26-2020 10:47,Queen Charlotte,8.0
7028,12-30-2020 16:03,Dry Rob Roy,5.5
7029,12-31-2020 19:08,Porto flip,4.99
7030,12-31-2020 12:34,Zorbatini,4.2
7031,12-25-2020 17:33,Paradise,4.2
7032,12-27-2020 07:04,Chicago Fizz,5.5
7033,12-26-2020 10:12,Mango Mojito,7.5
7034,12-26-2020 23:22,Shot-gun,7.5
7035,12-27-2020 19:35,Yellow Bird,8.0
7036,12-30-2020 02:10,Casino,6.5
7037,12-26-2020 01:51,Scooter,12.0
7038,12-27-2020 03:25,Sweet Tooth,2.99
7039,12-26-2020 11:26,Gin Tonic,6.5
7040,12-27-2020 05:42,Dark Caipirinha,2.99
7041,12-31-2020 04:50,Texas Rattlesnake,3.5
7042,12-26-2020 14:43,Cuba Libra,2.99
7043,12-29-2020 08:34,Sweet Tooth,2.99
7044,12-29-2020 08:29,Zimadori Zinger,12.0
7045,12-27-2020 16:46,Bramble,4.2
7046,12-29-2020 20:33,Grasshopper,4.99
7047,12-29-2020 00:58,Cuba Libra,2.99
7048,12-31-2020 17:51,Rusty Nail,4.0
7049,12-28-2020 09:55,Bijou,4.0
7050,12-26-2020 23:21,Kurant Tea,3.0
7051,12-31-2020 05:26,After sex,7.5
7052,12-28-2020 20:23,Godfather,6.5
7053,12-25-2020 20:46,Big Red,8.0
7054,12-31-2020 10:58,Chocolate Milk,5.15
7055,12-30-2020 11:32,Adam,3.5
7056,12-28-2020 10:13,Munich Mule,12.0
7057,12-27-2020 16:26,Munich Mule,12.0
7058,12-25-2020 22:27,Jelly Bean,3.0
7059,12-27-2020 04:37,Mojito,5.5
7060,12-30-2020 01:14,Hemingway Special,3.5
7061,12-30-2020 15:31,Bramble,4.2
7062,12-27-2020 18:31,Radioactive Long Island Iced Tea,7.5
7063,12-29-2020 05:50,Limona Corona,4.2
7064,12-28-2020 05:59,Ziemes Martini Apfelsaft,4.0
7065,12-26-2020 23:06,Dry Martini,8.0
7066,12-29-2020 12:50,Vodka And Tonic,11.0
7067,12-26-2020 08:36,Long Island Iced Tea,3.0
7068,12-31-2020 10:39,Monkey Gland,11.0
7069,12-28-2020 14:01,Hemingway Special,3.5
7070,12-31-2020 15:26,Grasshopper,4.99
7071,12-27-2020 18:56,Casino,6.5
7072,12-31-2020 19:36,Sweet Tooth,2.99
7073,12-26-2020 06:37,Owen's Grandmother's Revenge,8.0
7074,12-29-2020 02:50,Pina Colada,5.5
7075,12-29-2020 15:42,Sangria,3.5
7076,12-31-2020 21:35,The Philosopher,5.15
7077,12-29-2020 16:42,Iced Coffee Fillip,5.0
7078,12-29-2020 18:04,Chocolate Milk,5.15
7079,12-30-2020 18:52,Dry Rob Roy,5.5
7080,12-27-2020 10:11,Snowball,11.0
7081,12-29-2020 22:51,Rum Cooler,4.99
7082,12-28-2020 03:57,Vampiro,11.0
7083,12-25-2020 17:20,Mango Mojito,7.5
7084,12-31-2020 06:46,Pina Colada,5.5
7085,12-25-2020 18:20,Grizzly Bear,12.0
7086,12-26-2020 18:00,Vesuvio,3.0
7087,12-30-2020 23:42,Pysch Vitamin Light,6.5
7088,12-28-2020 20:55,Kiwi Papaya Smoothie,5.15
7089,12-26-2020 05:22,Rum Cooler,4.99
7090,12-28-2020 13:44,Irish Coffee,7.5
7091,12-30-2020 01:58,Tom Collins,5.5
7092,12-27-2020 01:37,Rum Cooler,4.99
7093,12-30-2020 10:23,Pina Colada,5.5
7094,12-30-2020 15:03,Queen Charlotte,8.0
7095,12-31-2020 12:36,GG,12.0
7096,12-29-2020 04:50,Owen's Grandmother's Revenge,8.0
7097,12-25-2020 22:48,Rum Cooler,4.99
7098,12-31-2020 15:39,Pina Colada,5.5
7099,12-31-2020 03:35,Chocolate Drink,12.0
7100,12-27-2020 08:42,Cuba Libra,2.99
7101,12-27-2020 18:00,Veteran,8.0
7102,12-31-2020 16:14,Cosmopolitan,2.99
7103,12-27-2020 08:25,Godfather,6.5
7104,12-29-2020 16:53,Thai Coffee,5.5
7105,12-30-2020 11:13,Bramble,4.2
7106,12-28-2020 11:56,Dirty Nipple,3.5
7107,12-29-2020 08:59,Porto flip,4.99
7108,12-30-2020 05:38,Van Vleet,4.2
7109,12-30-2020 02:31,Afternoon,3.0
7110,12-28-2020 17:24,Honey Bee,3.0
7111,12-28-2020 10:06,Chicago Fizz,5.5
7112,12-30-2020 19:23,Bloody Mary,5.5
7113,12-26-2020 20:57,Pina Colada,5.5
7114,12-29-2020 03:56,Jamaica Kiss,5.0
7115,12-28-2020 22:13,Gin Fizz,2.99
7116,12-27-2020 00:26,Sangria,3.5
7117,12-29-2020 22:09,Nuked Hot Chocolate,12.0
7118,12-28-2020 02:26,Vodka Martini,4.2
7119,12-29-2020 09:50,Rum Cooler,4.99
7120,12-30-2020 20:41,Mother's Milk,5.0
7121,12-29-2020 16:29,Mai Tai,11.0
7122,12-29-2020 17:23,Lone Tree Cooler,5.5
7123,12-26-2020 02:01,City Slicker,4.0
7124,12-29-2020 03:10,Queen Bee,11.0
7125,12-28-2020 18:23,Godfather,6.5
7126,12-26-2020 06:09,Irish Coffee,7.5
7127,12-31-2020 14:30,Dirty Nipple,3.5
7128,12-29-2020 05:30,Mulled Wine,11.0
7129,12-26-2020 19:52,Mudslinger,11.0
7130,12-26-2020 02:08,Mimosa,5.0
7131,12-28-2020 11:55,Quick-sand,4.0
7132,12-29-2020 11:49,Gin Tonic,6.5
7133,12-29-2020 14:14,Van Vleet,4.2
7134,12-25-2020 23:07,City Slicker,4.0
7135,12-28-2020 08:55,Chocolate Milk,5.15
7136,12-31-2020 10:36,Pina Colada,5.5
7137,12-26-2020 18:02,French 75,6.5
7138,12-31-2020 02:29,Horse's Neck,7.5
7139,12-26-2020 21:13,Mai Tai,11.0
7140,12-29-2020 15:28,Pina Colada,5.5
7141,12-25-2020 23:52,Cuba Libra,2.99
7142,12-28-2020 13:50,Grim Reaper,4.0
7143,12-31-2020 23:48,Zippy's Revenge,5.0
7144,12-26-2020 20:23,A. J.,11.0
7145,12-31-2020 10:52,Rum Cooler,4.99
7146,12-31-2020 10:51,Van Vleet,4.2
7147,12-28-2020 07:54,Van Vleet,4.2
7148,12-28-2020 09:08,Nuked Hot Chocolate,12.0
7149,12-31-2020 18:27,Orgasm,5.15
7150,12-30-2020 10:35,Cuba Libra,2.99
7151,12-28-2020 09:00,Affinity,2.99
7152,12-27-2020 01:02,Egg Nog - Healthy,11.0
7153,12-31-2020 16:34,Chocolate Milk,5.15
7154,12-28-2020 12:00,Pina Colada,5.5
7155,12-27-2020 12:38,Ipamena,2.99
7156,12-25-2020 22:03,Bloody Mary,5.5
7157,12-29-2020 20:31,Dry Martini,8.0
7158,12-31-2020 11:15,Jitterbug,4.0
7159,12-25-2020 21:17,Scooter,12.0
7160,12-26-2020 17:22,Sweet Sangria,4.0
