,TS,ital,költség
3769,2020-12-29 08:22:01,Clover Club,4.99
3770,2020-12-26 08:12:38,Jelly Bean,3.0
3771,2020-12-28 16:34:37,Dark Caipirinha,2.99
3772,2020-12-27 17:44:12,Clover Club,4.99
3773,2020-12-27 09:52:09,Grasshopper,4.99
3774,2020-12-28 10:35:08,Chocolate Drink,12.0
3775,2020-12-25 21:46:55,Jackhammer,3.5
3776,2020-12-29 18:38:00,Irish Spring,5.15
3777,2020-12-29 09:31:12,Tom Collins,5.5
3778,2020-12-26 12:59:13,Bijou,4.0
3779,2020-12-26 00:17:23,Irish Curdling Cow,2.99
3780,2020-12-29 10:56:38,Lemouroudji,5.15
3781,2020-12-30 22:56:01,Mojito,5.5
3782,2020-12-27 22:21:38,Margarita,7.5
3783,2020-12-27 10:44:30,Tequila Sour,5.15
3784,2020-12-28 15:23:37,White Lady,6.5
3785,2020-12-31 23:44:29,Vodka And Tonic,11.0
3786,2020-12-30 17:19:44,Jackhammer,3.5
3787,2020-12-27 16:28:28,Imperial Cocktail,4.99
3788,2020-12-31 14:41:25,Frosé,2.99
3789,2020-12-27 10:03:28,Pysch Vitamin Light,6.5
3790,2020-12-26 15:05:21,Figgy Thyme,3.0
3791,2020-12-30 04:39:00,Bellini,2.99
3792,2020-12-25 23:24:41,Snowball,11.0
3793,2020-12-26 02:08:09,Sangria,3.5
3794,2020-12-28 16:45:08,Yellow Bird,8.0
3795,2020-12-30 02:22:51,Margarita,7.5
3796,2020-12-26 05:11:01,Ipamena,2.99
3797,2020-12-28 23:43:21,Caipirissima,2.99
3798,2020-12-30 11:27:22,Ipamena,2.99
3799,2020-12-31 20:23:26,Cream Soda,5.15
3800,2020-12-26 05:07:00,Limona Corona,4.2
3801,2020-12-26 05:53:01,Waikiki Beachcomber,5.5
3802,2020-12-26 00:01:26,Vampiro,11.0
3803,2020-12-29 12:06:09,Valencia Cocktail,5.5
3804,2020-12-30 13:02:29,Frosé,2.99
3805,2020-12-27 01:07:05,Fruit Cooler,8.0
3806,2020-12-28 08:53:30,Snowball,11.0
3807,2020-12-28 14:16:41,Mango Mojito,7.5
3808,2020-12-27 03:10:59,Afternoon,3.0
3809,2020-12-31 10:15:08,Imperial Cocktail,4.99
3810,2020-12-27 07:16:53,Queen Charlotte,8.0
3811,2020-12-28 13:41:26,Ipamena,2.99
3812,2020-12-25 18:40:24,Passion Fruit Martini,2.99
3813,2020-12-30 17:35:11,Citrus Coke,5.15
3814,2020-12-30 06:28:52,The Philosopher,5.15
3815,2020-12-31 08:03:37,Egg Nog - Healthy,11.0
3816,2020-12-30 08:48:27,Egg Nog - Healthy,11.0
3817,2020-12-26 08:30:02,Victory Collins,7.5
3818,2020-12-29 16:40:49,Rum Cooler,4.99
3819,2020-12-29 14:25:45,Afternoon,3.0
3820,2020-12-28 14:45:24,Long Island Tea,8.0
3821,2020-12-26 06:52:13,French Negroni,2.99
3822,2020-12-31 15:32:52,Dry Rob Roy,5.5
3823,2020-12-28 18:01:33,Imperial Cocktail,4.99
3824,2020-12-29 13:54:40,Scooter,12.0
3825,2020-12-29 20:57:37,Manhattan,4.2
3826,2020-12-31 20:14:34,Margarita,7.5
3827,2020-12-26 04:03:02,Grass Skirt,2.99
3828,2020-12-30 01:58:26,Cuba Libre,4.2
3829,2020-12-26 21:12:57,Lassi - Sweet,8.0
3830,2020-12-28 18:12:06,Margarita,7.5
3831,2020-12-28 21:10:23,Coffee Liqueur,5.5
3832,2020-12-28 20:35:12,Margarita,7.5
3833,2020-12-31 22:35:59,Rum Toddy,4.2
3834,2020-12-25 22:46:50,Rusty Nail,4.0
3835,2020-12-29 19:08:32,Snowball,11.0
3836,2020-12-31 04:29:16,Thai Coffee,5.5
3837,2020-12-29 15:24:52,Bramble,4.2
3838,2020-12-27 08:42:55,Affair,8.0
3839,2020-12-31 20:41:55,Pysch Vitamin Light,6.5
3840,2020-12-30 00:45:54,Quentin,3.5
3841,2020-12-30 10:24:35,Sol Y Sombra,5.15
3842,2020-12-30 10:00:24,Margarita,7.5
3843,2020-12-30 18:59:23,Oreo Mudslide,8.0
3844,2020-12-27 17:08:59,Bloody Mary,5.5
3845,2020-12-25 18:40:37,Broadside,5.5
3846,2020-12-29 08:58:41,Imperial Cocktail,4.99
3847,2020-12-28 05:09:36,Van Vleet,4.2
3848,2020-12-26 00:23:48,Flaming Lamborghini,3.0
3849,2020-12-29 07:43:20,Hawaiian Cocktail,6.5
3850,2020-12-26 18:29:24,Japanese Fizz,4.0
3851,2020-12-31 11:24:35,Kiwi Papaya Smoothie,5.15
3852,2020-12-29 03:28:42,Jackhammer,3.5
3853,2020-12-26 13:29:04,Thai Iced Coffee,4.2
3854,2020-12-27 11:54:21,Grim Reaper,4.0
3855,2020-12-30 06:48:12,Espresso Martini,11.0
3856,2020-12-31 17:46:53,Frisco Sour,4.0
3857,2020-12-30 14:31:02,Rusty Nail,4.0
3858,2020-12-31 19:58:17,Irish Spring,5.15
3859,2020-12-27 08:21:29,Honey Bee,3.0
3860,2020-12-31 11:58:41,Monkey Gland,11.0
3861,2020-12-31 00:55:32,City Slicker,4.0
3862,2020-12-31 10:34:05,Boston Sour,5.0
3863,2020-12-28 13:34:43,Margarita,7.5
3864,2020-12-25 16:09:45,Rum Cooler,4.99
3865,2020-12-31 15:04:15,Ziemes Martini Apfelsaft,4.0
3866,2020-12-31 14:15:57,Casino Royale,11.0
3867,2020-12-27 05:05:18,Irish Curdling Cow,2.99
3868,2020-12-30 10:53:59,Gin Fizz,2.99
3869,2020-12-31 10:09:11,Irish Curdling Cow,2.99
3870,2020-12-26 10:11:40,Coffee-Vodka,2.99
3871,2020-12-30 10:14:21,Ipamena,2.99
3872,2020-12-26 00:34:11,Mango Mojito,7.5
3873,2020-12-30 07:42:43,Vodka And Tonic,11.0
3874,2020-12-26 23:07:18,Halloween Punch,8.0
3875,2020-12-29 06:34:06,Long Island Tea,8.0
3876,2020-12-29 00:03:36,Damned if you do,6.5
3877,2020-12-29 02:08:23,Creme de Menthe,3.5
3878,2020-12-31 07:31:32,Dry Martini,8.0
3879,2020-12-30 05:20:02,Danbooka,4.99
3880,2020-12-26 22:04:08,Quick-sand,4.0
3881,2020-12-27 13:38:08,Yoghurt Cooler,3.5
3882,2020-12-30 04:04:44,Long Island Tea,8.0
3883,2020-12-26 18:19:26,Alexander,5.0
3884,2020-12-28 16:51:10,Vampiro,11.0
3885,2020-12-31 00:15:02,Royal Gin Fizz,7.5
3886,2020-12-29 06:24:33,Winter Rita,5.5
3887,2020-12-31 18:28:10,Rum Cooler,4.99
3888,2020-12-29 04:10:27,Gimlet,4.2
3889,2020-12-30 17:17:38,Winter Paloma,8.0
3890,2020-12-29 18:48:57,Grizzly Bear,12.0
3891,2020-12-31 01:08:59,Hemingway Special,3.5
3892,2020-12-26 10:46:58,Queen Charlotte,8.0
3893,2020-12-31 21:53:31,Manhattan,4.2
3894,2020-12-28 18:12:07,Boston Sour,5.0
3895,2020-12-27 20:08:00,Jack's Vanilla Coke,6.5
3896,2020-12-31 09:44:19,Zippy's Revenge,5.0
3897,2020-12-30 14:39:11,Bramble,4.2
3898,2020-12-30 06:35:08,Hunter's Moon,3.0
3899,2020-12-27 22:06:18,Hawaiian Cocktail,6.5
3900,2020-12-30 02:31:34,Figgy Thyme,3.0
3901,2020-12-30 15:46:57,Dark Caipirinha,2.99
3902,2020-12-29 06:00:36,Radioactive Long Island Iced Tea,7.5
3903,2020-12-30 15:23:00,Munich Mule,12.0
3904,2020-12-31 02:43:25,Fruit Cooler,8.0
3905,2020-12-27 23:04:50,Long Island Tea,8.0
3906,2020-12-31 10:53:48,Kurant Tea,3.0
3907,2020-12-28 12:53:23,Holloween Punch,4.2
3908,2020-12-27 20:08:42,Dry Martini,8.0
3909,2020-12-25 16:23:20,Oreo Mudslide,8.0
3910,2020-12-30 00:31:16,Grizzly Bear,12.0
3911,2020-12-28 19:25:14,Big Red,8.0
3912,2020-12-30 13:38:21,Nuked Hot Chocolate,12.0
3913,2020-12-29 17:15:52,Margarita,7.5
3914,2020-12-25 20:16:31,Cosmopolitan,2.99
3915,2020-12-29 14:46:52,Hawaiian Cocktail,6.5
3916,2020-12-27 15:12:06,Danbooka,4.99
3917,2020-12-27 09:24:01,Kiwi Papaya Smoothie,5.15
3918,2020-12-26 19:38:31,Jack's Vanilla Coke,6.5
3919,2020-12-30 01:32:41,Egg Cream,4.99
3920,2020-12-30 08:13:38,Casa Blanca,5.15
3921,2020-12-28 20:16:08,Irish Spring,5.15
3922,2020-12-28 07:48:28,Limona Corona,4.2
3923,2020-12-28 02:56:30,Irish Curdling Cow,2.99
3924,2020-12-30 06:34:49,Imperial Cocktail,4.99
3925,2020-12-29 18:22:54,Jackhammer,3.5
3926,2020-12-30 03:55:24,GG,12.0
3927,2020-12-29 16:40:21,Long Island Tea,8.0
3928,2020-12-26 13:57:07,Dry Martini,8.0
3929,2020-12-27 23:26:16,Port Wine Flip,5.0
3930,2020-12-29 22:46:02,Kurant Tea,3.0
3931,2020-12-30 22:30:48,Veteran,8.0
3932,2020-12-29 22:52:30,Radioactive Long Island Iced Tea,7.5
3933,2020-12-26 17:20:20,Mango Mojito,7.5
3934,2020-12-30 13:06:23,Figgy Thyme,3.0
3935,2020-12-31 04:15:42,Bora Bora,2.99
3936,2020-12-31 04:29:36,Chocolate Milk,5.15
3937,2020-12-25 22:56:24,Dry Rob Roy,5.5
3938,2020-12-26 15:40:02,Corpse Reviver,5.15
3939,2020-12-27 08:16:57,Grim Reaper,4.0
3940,2020-12-30 22:05:19,Vesuvio,3.0
3941,2020-12-29 01:45:38,Ipamena,2.99
3942,2020-12-29 05:20:37,Hunter's Moon,3.0
3943,2020-12-27 21:14:19,Vampiro,11.0
3944,2020-12-31 01:54:32,City Slicker,4.0
3945,2020-12-30 01:36:47,New York Lemonade,5.15
3946,2020-12-27 16:03:47,Broadside,5.5
3947,2020-12-27 08:48:21,Bob Marley,4.0
3948,2020-12-27 18:45:34,Kurant Tea,3.0
3949,2020-12-25 21:48:52,Vodka And Tonic,11.0
3950,2020-12-29 03:40:15,Sweet Sangria,4.0
3951,2020-12-26 01:24:26,Rum Cooler,4.99
3952,2020-12-29 20:54:42,Bible Belt,5.15
3953,2020-12-29 06:04:13,Orgasm,5.15
3954,2020-12-30 20:02:01,Lemon Drop,2.99
3955,2020-12-30 07:22:46,Port Wine Flip,5.0
3956,2020-12-31 02:24:59,Hawaiian Cocktail,6.5
3957,2020-12-29 09:26:50,Manhattan,4.2
3958,2020-12-31 05:55:08,Quick-sand,4.0
3959,2020-12-26 20:19:03,Zoksel,6.5
3960,2020-12-29 16:58:48,Death in the Afternoon,4.0
3961,2020-12-26 09:21:24,Grasshopper,4.99
3962,2020-12-25 18:29:43,Whitecap Margarita,4.99
3963,2020-12-30 10:35:54,Orange Oasis,4.99
3964,2020-12-28 22:46:11,Long Island Iced Tea,3.0
3965,2020-12-27 08:24:53,Rum Cooler,4.99
3966,2020-12-28 01:34:14,Jackhammer,3.5
3967,2020-12-28 06:16:15,Chocolate Drink,12.0
3968,2020-12-31 05:34:26,Limona Corona,4.2
3969,2020-12-31 07:59:08,Afternoon,3.0
3970,2020-12-27 22:25:49,Munich Mule,12.0
3971,2020-12-26 18:27:21,Iced Coffee Fillip,5.0
3972,2020-12-30 21:15:27,Victor,4.2
3973,2020-12-26 15:23:02,Creme de Menthe,3.5
3974,2020-12-27 13:20:45,Rusty Nail,4.0
3975,2020-12-27 06:11:06,Hawaiian Cocktail,6.5
3976,2020-12-27 07:34:36,Limona Corona,4.2
3977,2020-12-29 11:30:36,Manhattan,4.2
3978,2020-12-26 01:22:36,Rum Punch,3.5
3979,2020-12-31 20:21:23,Scooter,12.0
3980,2020-12-29 20:08:36,Zimadori Zinger,12.0
3981,2020-12-31 05:05:58,Long Island Iced Tea,3.0
3982,2020-12-31 14:38:27,Kill the cold Smoothie,11.0
3983,2020-12-29 20:33:32,Iced Coffee Fillip,5.0
3984,2020-12-27 03:42:34,Jelly Bean,3.0
3985,2020-12-31 05:55:55,Broadside,5.5
3986,2020-12-30 13:55:54,Valencia Cocktail,5.5
3987,2020-12-29 23:07:22,Bubble Gum,3.0
3988,2020-12-26 11:27:54,After sex,7.5
3989,2020-12-29 19:06:57,Long Island Tea,8.0
3990,2020-12-29 16:32:44,Negroni,2.99
3991,2020-12-28 16:33:21,Broadside,5.5
3992,2020-12-29 09:17:56,Porto flip,4.99
3993,2020-12-30 09:58:50,Frisco Sour,4.0
3994,2020-12-31 23:44:23,Affair,8.0
3995,2020-12-28 12:42:51,Cream Soda,5.15
3996,2020-12-26 10:38:04,Munich Mule,12.0
3997,2020-12-30 09:27:03,Hawaiian Cocktail,6.5
3998,2020-12-27 16:45:33,Mango Mojito,7.5
3999,2020-12-28 07:23:25,Figgy Thyme,3.0
4000,2020-12-29 01:35:26,Turf Cocktail,12.0
4001,2020-12-29 23:42:48,Lemon Drop,2.99
4002,2020-12-26 16:58:36,Turf Cocktail,12.0
4003,2020-12-28 00:02:44,Manhattan,4.2
4004,2020-12-27 00:28:29,Bloody Mary,5.5
4005,2020-12-26 13:34:16,Irish Coffee,7.5
4006,2020-12-27 12:40:57,Shot-gun,7.5
4007,2020-12-26 03:20:26,Flaming Lamborghini,3.0
4008,2020-12-31 03:02:59,Hawaiian Cocktail,6.5
4009,2020-12-28 05:06:25,Margarita,7.5
4010,2020-12-28 02:32:13,Hawaiian Cocktail,6.5
4011,2020-12-31 14:17:28,Owen's Grandmother's Revenge,8.0
4012,2020-12-26 07:49:02,Irish Curdling Cow,2.99
4013,2020-12-29 01:08:20,After sex,7.5
4014,2020-12-28 00:45:47,Mojito Extra,3.5
4015,2020-12-29 00:13:52,Margarita,7.5
4016,2020-12-29 00:27:20,Manhattan,4.2
4017,2020-12-30 11:38:17,Coffee Liqueur,5.5
4018,2020-12-30 01:02:13,Hawaiian Cocktail,6.5
4019,2020-12-31 11:48:56,Lord And Lady,8.0
4020,2020-12-30 07:31:07,Lone Tree Cooler,5.5
4021,2020-12-28 22:45:06,Clover Club,4.99
4022,2020-12-31 17:49:58,Imperial Cocktail,4.99
4023,2020-12-29 11:00:35,Queen Charlotte,8.0
4024,2020-12-27 02:44:12,Manhattan,4.2
4025,2020-12-28 14:28:23,Sidecar,11.0
4026,2020-12-25 19:19:35,H.D.,7.5
4027,2020-12-30 13:45:57,Vampiro,11.0
4028,2020-12-30 07:43:46,Dark Caipirinha,2.99
4029,2020-12-28 08:44:48,Orange Crush,5.5
4030,2020-12-27 00:14:07,Affair,8.0
4031,2020-12-30 06:36:47,Corpse Reviver,5.15
4032,2020-12-25 16:39:10,Owen's Grandmother's Revenge,8.0
4033,2020-12-31 12:26:52,Kurant Tea,3.0
4034,2020-12-30 20:09:00,Japanese Fizz,4.0
4035,2020-12-30 07:09:15,Vesuvio,3.0
4036,2020-12-26 07:36:38,Danbooka,4.99
4037,2020-12-31 19:00:20,Munich Mule,12.0
4038,2020-12-28 14:01:01,Barracuda,4.2
4039,2020-12-31 10:38:16,Dry Rob Roy,5.5
4040,2020-12-30 08:35:39,Jewel Of The Nile,6.5
4041,2020-12-31 15:12:50,Zippy's Revenge,5.0
4042,2020-12-28 07:02:32,Thai Iced Coffee,4.2
4043,2020-12-27 21:14:37,Fruit Shake,5.5
4044,2020-12-25 22:05:04,Porto flip,4.99
4045,2020-12-28 20:51:49,Van Vleet,4.2
4046,2020-12-31 17:42:09,Hawaiian Cocktail,6.5
4047,2020-12-26 10:21:36,French Negroni,2.99
4048,2020-12-26 00:48:54,Corpse Reviver,5.15
4049,2020-12-26 05:56:50,Jamaica Kiss,5.0
4050,2020-12-28 00:09:28,Limona Corona,4.2
4051,2020-12-31 07:37:36,Chocolate Milk,5.15
4052,2020-12-28 15:00:06,Mango Mojito,7.5
4053,2020-12-27 05:01:48,Cuba Libre,4.2
4054,2020-12-26 06:20:10,A. J.,11.0
4055,2020-12-29 13:41:59,Tuxedo Cocktail,12.0
4056,2020-12-31 16:05:33,Grasshopper,4.99
4057,2020-12-30 10:15:57,Kiwi Papaya Smoothie,5.15
4058,2020-12-26 08:37:08,Imperial Cocktail,4.99
4059,2020-12-29 16:40:03,Death in the Afternoon,4.0
4060,2020-12-31 11:14:34,Casa Blanca,5.15
4061,2020-12-29 12:29:14,Turf Cocktail,12.0
4062,2020-12-28 12:36:53,Long Island Tea,8.0
4063,2020-12-29 10:29:29,Fruit Cooler,8.0
4064,2020-12-27 10:25:01,Queen Charlotte,8.0
4065,2020-12-30 03:16:44,Zippy's Revenge,5.0
4066,2020-12-26 06:21:53,Manhattan,4.2
4067,2020-12-29 03:01:10,Long Island Iced Tea,3.0
4068,2020-12-27 17:53:45,Ipamena,2.99
4069,2020-12-31 01:25:07,Irish Coffee,7.5
4070,2020-12-26 10:39:50,Bellini,2.99
4071,2020-12-30 22:20:38,Ipamena,2.99
4072,2020-12-29 05:34:16,Flaming Lamborghini,3.0
4073,2020-12-29 03:49:21,Waikiki Beachcomber,5.5
4074,2020-12-26 00:02:10,Mango Mojito,7.5
4075,2020-12-28 03:00:36,Espresso Martini,11.0
4076,2020-12-26 10:19:34,English Highball,7.5
4077,2020-12-27 21:40:34,Yoghurt Cooler,3.5
4078,2020-12-26 13:15:30,Margarita,7.5
4079,2020-12-29 10:40:52,Monkey Gland,11.0
4080,2020-12-28 16:16:21,Lassi - Sweet,8.0
4081,2020-12-28 06:41:17,Vodka And Tonic,11.0
4082,2020-12-27 11:28:37,Imperial Cocktail,4.99
4083,2020-12-29 06:17:21,Manhattan,4.2
4084,2020-12-31 06:06:18,Mother's Milk,5.0
4085,2020-12-30 02:41:42,Cosmopolitan,2.99
4086,2020-12-29 20:03:20,Kurant Tea,3.0
4087,2020-12-26 01:39:10,Grasshopper,4.99
4088,2020-12-30 07:14:46,Hawaiian Cocktail,6.5
4089,2020-12-29 03:17:27,Grim Reaper,4.0
4090,2020-12-28 13:00:40,Vodka Martini,4.2
4091,2020-12-26 18:14:16,Grasshopper,4.99
4092,2020-12-27 13:39:24,Orange Crush,5.5
4093,2020-12-26 17:42:35,Port Wine Flip,5.0
4094,2020-12-27 09:23:37,Yoghurt Cooler,3.5
4095,2020-12-27 11:58:29,Lassi Raita,6.5
4096,2020-12-28 02:35:39,Winter Paloma,8.0
4097,2020-12-27 08:34:14,Hawaiian Cocktail,6.5
4098,2020-12-29 20:32:53,Sea breeze,8.0
4099,2020-12-29 20:34:42,Sidecar,11.0
4100,2020-12-28 10:03:37,Vesuvio,3.0
4101,2020-12-31 09:14:44,Waikiki Beachcomber,5.5
4102,2020-12-27 17:42:30,Flying Dutchman,6.5
4103,2020-12-26 23:42:58,Margarita,7.5
4104,2020-12-31 21:38:29,Mai Tai,11.0
4105,2020-12-31 01:18:27,Imperial Cocktail,4.99
4106,2020-12-28 12:14:38,Flaming Lamborghini,3.0
4107,2020-12-30 02:16:22,Frappé,3.0
4108,2020-12-31 10:58:01,Creme de Menthe,3.5
4109,2020-12-30 02:40:18,Vodka Martini,4.2
4110,2020-12-29 09:37:30,Irish Coffee,7.5
4111,2020-12-26 12:35:08,Pysch Vitamin Light,6.5
4112,2020-12-28 19:43:35,Frisco Sour,4.0
4113,2020-12-30 18:13:45,Vodka Martini,4.2
4114,2020-12-28 02:17:57,Flaming Lamborghini,3.0
4115,2020-12-29 21:57:03,Frappé,3.0
4116,2020-12-26 23:01:26,Lassi Raita,6.5
4117,2020-12-30 23:36:28,Mocha-Berry,8.0
4118,2020-12-26 04:36:25,Imperial Cocktail,4.99
4119,2020-12-30 04:50:10,Imperial Cocktail,4.99
4120,2020-12-27 19:20:08,Gin Rickey,4.0
4121,2020-12-29 06:12:19,Kiwi Papaya Smoothie,5.15
4122,2020-12-26 09:20:58,Imperial Cocktail,4.99
4123,2020-12-29 17:08:12,Queen Charlotte,8.0
4124,2020-12-27 10:43:28,Winter Rita,5.5
4125,2020-12-28 07:52:57,Gin Rickey,4.0
4126,2020-12-26 00:32:18,Lassi Raita,6.5
4127,2020-12-27 20:43:31,Dry Martini,8.0
4128,2020-12-26 01:16:09,Zimadori Zinger,12.0
4129,2020-12-26 09:33:36,Owen's Grandmother's Revenge,8.0
4130,2020-12-27 14:49:57,Hawaiian Cocktail,6.5
4131,2020-12-27 04:18:11,Negroni,2.99
4132,2020-12-26 19:15:20,Shark Attack,6.5
4133,2020-12-26 09:48:40,Pysch Vitamin Light,6.5
4134,2020-12-28 12:23:24,Margarita,7.5
4135,2020-12-29 20:39:49,Scooter,12.0
4136,2020-12-26 00:30:54,Lemon Drop,2.99
4137,2020-12-30 04:33:10,Long Island Tea,8.0
4138,2020-12-29 12:16:29,Gin Tonic,6.5
4139,2020-12-31 13:56:42,Mango Mojito,7.5
4140,2020-12-30 15:27:20,Lemon Drop,2.99
4141,2020-12-26 15:59:24,Pink Panty Pulldowns,2.99
4142,2020-12-31 15:33:46,Jitterbug,4.0
4143,2020-12-28 22:21:42,Vodka And Tonic,11.0
4144,2020-12-30 20:07:24,Zizi Coin-coin,5.0
4145,2020-12-29 11:35:23,Cream Soda,5.15
4146,2020-12-30 03:34:42,White Lady,6.5
4147,2020-12-25 16:44:20,Iced Coffee Fillip,5.0
4148,2020-12-27 19:42:16,Winter Rita,5.5
4149,2020-12-29 20:58:31,Frosé,2.99
4150,2020-12-26 15:20:45,Dry Martini,8.0
4151,2020-12-31 17:35:49,Old Fashioned,5.5
4152,2020-12-30 02:39:35,Afternoon,3.0
4153,2020-12-27 23:15:50,Hawaiian Cocktail,6.5
4154,2020-12-31 07:30:14,Valencia Cocktail,5.5
4155,2020-12-30 19:41:41,Fahrenheit 5000,2.99
4156,2020-12-26 22:08:56,Tuxedo Cocktail,12.0
4157,2020-12-29 03:47:55,Victor,4.2
4158,2020-12-30 00:04:35,Old Fashioned,5.5
4159,2020-12-26 10:16:52,Grim Reaper,4.0
4160,2020-12-29 01:06:07,Old Fashioned,5.5
4161,2020-12-29 19:23:51,Long Island Tea,8.0
4162,2020-12-26 02:31:42,Orgasm,5.15
4163,2020-12-27 02:20:14,Margarita,7.5
4164,2020-12-29 01:52:47,Imperial Cocktail,4.99
4165,2020-12-27 00:28:54,Frisco Sour,4.0
4166,2020-12-31 09:32:50,Imperial Cocktail,4.99
4167,2020-12-26 06:58:39,Sidecar,11.0
4168,2020-12-28 15:59:25,Hawaiian Cocktail,6.5
4169,2020-12-29 15:25:42,Shark Attack,6.5
4170,2020-12-29 12:30:31,Bramble,4.2
4171,2020-12-30 12:29:18,Sidecar,11.0
4172,2020-12-30 08:38:23,Godfather,6.5
4173,2020-12-25 21:44:53,Chocolate Milk,5.15
4174,2020-12-29 01:26:29,Long Island Tea,8.0
4175,2020-12-30 06:58:05,Grizzly Bear,12.0
4176,2020-12-30 12:18:06,Rusty Nail,4.0
4177,2020-12-30 12:55:53,Lemouroudji,5.15
4178,2020-12-29 05:30:48,Margarita,7.5
4179,2020-12-29 02:26:30,Vodka And Tonic,11.0
4180,2020-12-26 04:37:07,Radioactive Long Island Iced Tea,7.5
4181,2020-12-25 18:59:03,Porto flip,4.99
4182,2020-12-30 12:08:22,Frisco Sour,4.0
4183,2020-12-31 09:26:36,Tom Collins,5.5
4184,2020-12-31 14:02:35,Imperial Cocktail,4.99
4185,2020-12-30 21:14:12,Porto flip,4.99
4186,2020-12-28 14:10:00,Pysch Vitamin Light,6.5
4187,2020-12-27 07:36:21,Imperial Cocktail,4.99
4188,2020-12-29 20:09:40,Grizzly Bear,12.0
4189,2020-12-27 21:08:54,Nuked Hot Chocolate,12.0
4190,2020-12-29 09:20:47,Bob Marley,4.0
4191,2020-12-28 12:13:07,Imperial Cocktail,4.99
4192,2020-12-27 23:36:09,Old Fashioned,5.5
4193,2020-12-27 17:44:40,Boston Sour,5.0
4194,2020-12-30 14:42:57,Imperial Cocktail,4.99
4195,2020-12-31 07:22:57,Orgasm,5.15
4196,2020-12-30 21:07:04,Veteran,8.0
4197,2020-12-31 11:48:57,Dark Caipirinha,2.99
4198,2020-12-26 06:42:48,Yoghurt Cooler,3.5
4199,2020-12-29 13:13:12,Sangria,3.5
4200,2020-12-25 16:21:44,Clover Club,4.99
4201,2020-12-26 23:21:05,Margarita,7.5
4202,2020-12-26 02:52:49,Shark Attack,6.5
4203,2020-12-28 11:14:47,Ziemes Martini Apfelsaft,4.0
4204,2020-12-31 07:38:59,Lassi - Sweet,8.0
4205,2020-12-30 12:00:18,French 75,6.5
4206,2020-12-26 07:07:01,The Philosopher,5.15
4207,2020-12-26 14:39:32,Kurant Tea,3.0
4208,2020-12-27 17:39:51,Sidecar,11.0
4209,2020-12-30 21:02:04,Jackhammer,3.5
4210,2020-12-30 05:13:06,Margarita,7.5
4211,2020-12-31 02:05:24,Cream Soda,5.15
4212,2020-12-31 19:47:28,Irish Spring,5.15
4213,2020-12-31 16:50:44,Hawaiian Cocktail,6.5
4214,2020-12-26 06:50:40,Imperial Cocktail,4.99
4215,2020-12-29 14:57:19,Sea breeze,8.0
4216,2020-12-26 21:26:18,Bible Belt,5.15
4217,2020-12-26 17:02:30,Imperial Cocktail,4.99
4218,2020-12-26 13:49:56,Snowball,11.0
4219,2020-12-29 02:35:46,Long Island Tea,8.0
4220,2020-12-28 12:58:15,Porto flip,4.99
4221,2020-12-26 19:04:27,Port Wine Flip,5.0
4222,2020-12-30 02:45:35,Bible Belt,5.15
4223,2020-12-28 19:22:33,Gin Tonic,6.5
4224,2020-12-30 12:54:15,Imperial Cocktail,4.99
4225,2020-12-31 10:23:55,Vodka And Tonic,11.0
4226,2020-12-31 23:02:11,Jack Rose Cocktail,5.5
4227,2020-12-31 17:42:04,Gin Fizz,2.99
4228,2020-12-30 15:02:25,Hawaiian Cocktail,6.5
4229,2020-12-25 20:42:11,Monkey Gland,11.0
4230,2020-12-29 17:01:47,Long Island Tea,8.0
4231,2020-12-27 03:16:00,Imperial Cocktail,4.99
4232,2020-12-28 19:03:32,Horse's Neck,7.5
4233,2020-12-30 06:57:18,B-53,5.15
4234,2020-12-26 05:08:13,Clover Club,4.99
4235,2020-12-25 19:59:27,Kurant Tea,3.0
4236,2020-12-25 21:00:05,Jamaica Kiss,5.0
4237,2020-12-27 10:32:26,Imperial Cocktail,4.99
4238,2020-12-30 13:57:11,Big Red,8.0
4239,2020-12-26 09:00:51,Limona Corona,4.2
4240,2020-12-30 14:24:54,Quentin,3.5
4241,2020-12-30 23:23:18,John Collins,6.5
4242,2020-12-28 12:09:40,Yellow Bird,8.0
4243,2020-12-30 01:11:06,Paradise,4.2
4244,2020-12-28 13:03:05,Shot-gun,7.5
4245,2020-12-26 03:47:55,Jewel Of The Nile,6.5
4246,2020-12-29 09:04:46,Dry Martini,8.0
4247,2020-12-29 06:49:42,Bubble Gum,3.0
4248,2020-12-28 16:45:27,Grass Skirt,2.99
4249,2020-12-29 00:50:42,Casino,6.5
4250,2020-12-28 05:03:47,Dry Rob Roy,5.5
4251,2020-12-31 05:19:46,Sidecar,11.0
4252,2020-12-26 21:05:39,Margarita,7.5
4253,2020-12-30 13:16:39,French 75,6.5
4254,2020-12-31 17:08:17,Vampiro,11.0
4255,2020-12-28 12:06:28,Shark Attack,6.5
4256,2020-12-30 10:28:59,Hemingway Special,3.5
4257,2020-12-29 07:08:15,Hawaiian Cocktail,6.5
4258,2020-12-28 01:18:45,Bramble,4.2
4259,2020-12-26 07:11:12,Owen's Grandmother's Revenge,8.0
4260,2020-12-28 17:13:32,Mango Mojito,7.5
4261,2020-12-27 20:58:00,Zippy's Revenge,5.0
4262,2020-12-29 18:58:41,Honey Bee,3.0
4263,2020-12-28 09:38:01,Mother's Milk,5.0
4264,2020-12-27 13:42:14,Imperial Cocktail,4.99
